PRODUTOS,CARACTERISTICAS
52-15-1381-09252,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-15-1376-09255,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: ALÇA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: QUADRADA; AMARRACAO: N/A; COR_PREDOMINANTE: VERDE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
52-15-1344-09253,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-15-1370-8259,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5343-09050,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-15-1363-6205,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-15-1362-0005,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-4944-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: OMBRO_UNICO;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0648-09660,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
52-06-0695-09657,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
52-06-0679-0003,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0679-0005,{COMPRIMENTO: CROPPED;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0680-0003,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: FLUTTER;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0680-0005,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: AMPLA;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0697-09538,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_COBRA;ESTILO: CASUAL;}
52-13-5469-09539,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_COBRA;ESTILO: CASUAL;}
52-13-5470-09596,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: FLORAL; ESTILO: CASUAL;}
52-06-0698-09660,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: MEIA_MANGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
52-06-0700-09558,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
52-15-1429-09628,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: AZUL; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ABSTRATO; ESTILO: CASUAL;}
52-13-5471-09563,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: POA; ESTILO: CASUAL;}
52-06-0702-09565,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: GEOMETRICO;ESTILO: CASUAL;}
52-13-5644-09843,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: ANIMALPRINT_ONCA;ESTILO: CASUAL;}
52-13-5642-09845,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: REGULAR; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: AMARELO; LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA; ZOOM_ESTAMPA: MEDIO; ESTAMPA: ANIMALPRINT_ONCA; ESTILO: CASUAL;}
52-06-0737-0003,{COMPRIMENTO: MEDIA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0737-0005,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0671-09253,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0693-09258,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0694-8259,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: FLARE;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERMELHO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0652-6262,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: MEIA_MANGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: AMARELO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0649-09244,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: MEIA_MANGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0657-8259,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: LISTRADO_HORIZONTAL;ESTILO: CASUAL;}
52-13-5008-09037,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0653-0003,{COMPRIMENTO: CROPPED;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: MEIA_MANGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: OFF_WHITE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0650-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0632-0005,{COMPRIMENTO: CROPPED; MODELAGEM: SOLTA; COMPRIMENTO_MANGA: CURTA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: CASUAL;}
52-06-0673-1405,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-06-0635-09255,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: MEIA_MANGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-06-0655-09253,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: GOLA_ALTA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-10-5132-04346,{COMPRIMENTO: CROPPED;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: PEQUENO;ESTAMPA: FLORAL;ESTILO: CASUAL;}
52-10-5160-0003,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: SIM_NA_LATERAL;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5147-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5159-2019,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5609-09283,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5169-09252,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: ROXO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-15-1491-5364,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-15-1526-04113,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5136-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5135-6048,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: MULTICOLORIDO;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: MEDIO;ESTAMPA: FLORAL;ESTILO: FESTIVO;}
52-10-5186-0005,{COMPRIMENTO: CROPPED; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: ALÇA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: V; AMARRACAO: N/A; COR_PREDOMINANTE: PRETO; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: SEM_ESTAMPA; ESTILO: BASICO;}
52-15-1335-09253,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: VERDE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: MEDIO;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5246-09280,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-10-5260-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5291-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: BEGE;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: XADREZ;ESTILO: CASUAL;}
52-10-5290-09248,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: N/A;AMARRACAO: N/A;COR_PREDOMINANTE: LARANJA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5438-09259,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: CURTA;TIPO_MANGA: FLUTTER;DECOTE_OU_GOLA: OMBRO_A_OMBRO;AMARRACAO: N/A;COR_PREDOMINANTE: ROSA;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5168-0005,{COMPRIMENTO: CURTA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: SEM_MANGA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: HALTER;AMARRACAO: SIM_NA_FRENTE;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-08-0783-0005,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: FESTIVO;}
52-10-5133-04501,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: TOMARA_QUE_CAIA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5286-04331,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5363-09245,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-15-1386-09247,{COMPRIMENTO: CURTA; MODELAGEM: AJUSTADA; COMPRIMENTO_MANGA: SEM_MANGA; TIPO_MANGA: N/A; DECOTE_OU_GOLA: REDONDA; AMARRACAO: N/A; COR_PREDOMINANTE: BEGE; LOCALIZACAO_ESTAMPA: N/A; ZOOM_ESTAMPA: N/A; ESTAMPA: ANIMALPRINT_COBRA; ESTILO: CASUAL;}
52-15-1330-0003,{COMPRIMENTO: LONGA;MODELAGEM: SOLTA;COMPRIMENTO_MANGA: LONGA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: REDONDA;AMARRACAO: N/A;COR_PREDOMINANTE: AZUL;LOCALIZACAO_ESTAMPA: ROUPA_INTEIRA;ZOOM_ESTAMPA: GRANDE;ESTAMPA: LISTRADO_OUTRO;ESTILO: CASUAL;}
52-15-1330-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-10-5210-0002,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: QUADRADA;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
52-10-5277-03045,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: COMPRIDA;TIPO_MANGA: REGULAR;DECOTE_OU_GOLA: N/A;AMARRACAO: N/A;COR_PREDOMINANTE: LILÁS;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-10-5210-0005,{COMPRIMENTO: CROPPED;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: V;AMARRACAO: N/A;COR_PREDOMINANTE: PRETO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: CASUAL;}
52-13-5362-0003,{COMPRIMENTO: CURTA;MODELAGEM: AJUSTADA;COMPRIMENTO_MANGA: ALÇA;TIPO_MANGA: N/A;DECOTE_OU_GOLA: RETO;AMARRACAO: N/A;COR_PREDOMINANTE: BRANCO;LOCALIZACAO_ESTAMPA: N/A;ZOOM_ESTAMPA: N/A;ESTAMPA: SEM_ESTAMPA;ESTILO: BASICO;}
